body_pos_x,body_pos_y,body_pos_z,body_quat_w,body_quat_x,body_quat_y,body_quat_z,joint_pos_00,joint_pos_01,joint_pos_02,joint_pos_03,joint_pos_04,joint_pos_05,joint_pos_06,joint_pos_07,joint_pos_08,joint_pos_09,joint_pos_10,joint_pos_11,joint_pos_12,joint_pos_13,joint_pos_14,joint_pos_15,joint_pos_16,joint_pos_17,joint_pos_18,joint_pos_19,joint_pos_20,joint_vel_00,joint_vel_01,joint_vel_02,joint_vel_03,joint_vel_04,joint_vel_05,joint_vel_06,joint_vel_07,joint_vel_08,joint_vel_09,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20
0.038436,-0.495442,0.737613,0.721743,-0.010005,0.023927,-0.691676,-0.187356,-0.824679,-0.115487,-0.643504,1.067869,-0.365928,0.151851,0.698623,0.171935,0.498905,1.564714,-0.071322,-0.036919,-0.863398,0.059311,-1.095634,-1.720059,-0.374362,-0.074189,-0.366756,-1.755114,-0.296053,-1.830345,-0.945317,-1.873694,1.010883,0.362006,-0.203215,-5.546916,-3.081611,-4.420681,-4.694808,-2.224028,-0.782417,-2.934983,-2.106177,-3.909504,-0.953573,-0.339909,-1.662492,-5.646341,-0.685573
0.034239,-0.488067,0.734926,0.725299,-0.009173,0.024326,-0.687943,-0.191768,-0.860174,-0.136080,-0.678002,1.089216,-0.359755,0.146700,0.582165,0.105776,0.399864,1.456233,-0.138842,-0.049456,-0.916236,0.017797,-1.168104,-1.737807,-0.378886,-0.104304,-0.469704,-1.767322,-0.154633,-1.756096,-1.096797,-1.687679,1.146403,0.285857,-0.265363,-6.355601,-2.971386,-5.406628,-6.055155,-4.217418,0.319041,-2.321474,-2.002333,-3.276175,-0.826591,-0.126247,-1.299694,-4.623326,-0.542086
0.029240,-0.480406,0.731356,0.728648,-0.007925,0.023833,-0.684428,-0.193541,-0.894923,-0.159358,-0.711011,1.113725,-0.354494,0.141236,0.444399,0.053080,0.282640,1.322508,-0.240019,-0.024157,-0.956257,-0.020782,-1.226681,-1.753122,-0.379412,-0.126177,-0.551689,-1.776797,-0.026056,-1.738796,-1.223976,-1.574793,1.249385,0.280467,-0.260820,-6.793622,-2.051010,-5.623426,-6.738406,-4.588828,1.099055,-1.616532,-1.711367,-2.405885,-0.671619,0.040873,-0.845188,-3.414867,-0.387529
0.023597,-0.472233,0.727033,0.731503,-0.005945,0.022746,-0.681432,-0.192810,-0.929726,-0.185039,-0.740994,1.139192,-0.348537,0.136267,0.310420,0.023735,0.174926,1.186696,-0.322395,-0.005494,-0.980897,-0.050658,-1.264339,-1.764672,-0.377251,-0.138112,-0.606299,-1.782823,0.124013,-1.709756,-1.247295,-1.413062,1.142532,0.402864,-0.270225,-5.876389,-0.777766,-4.342747,-6.392688,-3.718684,0.444510,-0.903931,-1.251396,-1.412350,-0.484502,0.143224,-0.399678,-2.128187,-0.223452
0.017298,-0.463373,0.722910,0.733414,-0.003546,0.021698,-0.679427,-0.188580,-0.963314,-0.209250,-0.767533,1.159426,-0.338379,0.130427,0.209343,0.021969,0.108930,1.066800,-0.388766,-0.006377,-0.992414,-0.070838,-1.283175,-1.772502,-0.373683,-0.142164,-0.636816,-1.785735,0.278379,-1.660542,-1.134246,-1.307097,0.962332,0.585005,-0.271817,-4.450155,0.069177,-2.988410,-5.491152,-3.285141,-0.266525,-0.387979,-0.936620,-0.693211,-0.366703,0.236161,-0.083136,-1.247752,-0.096455
0.010940,-0.454561,0.719563,0.734380,-0.002462,0.021180,-0.678404,-0.181675,-0.996147,-0.230408,-0.793278,1.177685,-0.325136,0.125395,0.132414,0.026502,0.055390,0.967050,-0.453801,-0.016155,-0.996416,-0.088123,-1.292068,-1.779340,-0.367805,-0.141437,-0.656209,-1.786682,0.467809,-1.645964,-0.884343,-1.216182,0.712323,0.793759,-0.248213,-2.926541,0.351301,-2.168981,-4.352401,-2.569874,-0.686945,0.066325,-0.840662,-0.084049,-0.350997,0.428348,0.206679,-0.663030,0.027317
0.004567,-0.445161,0.717455,0.733607,-0.000780,0.021419,-0.679236,-0.169868,-1.029152,-0.244624,-0.816180,1.187919,-0.306629,0.120499,0.092281,0.036021,0.022171,0.892704,-0.491561,-0.033855,-0.989761,-0.104465,-1.286537,-1.786542,-0.356549,-0.133897,-0.663337,-1.784642,0.696960,-1.455761,-0.468090,-0.980535,0.177735,1.112658,-0.235850,-1.248874,0.486359,-1.182108,-2.981006,-1.311561,-0.992182,1.173916,-1.085255,1.503697,-0.612348,1.191972,0.962542,0.342225,0.344491
-0.001885,-0.434537,0.717017,0.730514,-0.000624,0.020475,-0.682591,-0.153797,-1.054378,-0.249132,-0.832499,1.184795,-0.280630,0.115961,0.082459,0.045957,0.008106,0.847810,-0.506263,-0.055842,-0.949460,-0.131533,-1.231920,-1.803834,-0.320126,-0.102936,-0.642520,-1.772902,0.879494,-1.285586,-0.042265,-0.799982,-0.334308,1.368660,-0.291355,0.422976,0.547109,-0.002116,-1.335315,-0.719850,-1.148607,2.081382,-0.623951,3.184032,-0.605065,1.363185,1.385890,1.968993,0.619599
-0.008540,-0.423140,0.717074,0.724759,-0.000360,0.020216,-0.688705,-0.134688,-1.080576,-0.246315,-0.848180,1.174547,-0.251882,0.108845,0.109200,0.057906,0.022086,0.839291,-0.520355,-0.079799,-0.906506,-0.129423,-1.159176,-1.810745,-0.302022,-0.078461,-0.584578,-1.759858,0.947566,-1.284820,0.248870,-0.819606,-0.649008,1.481038,-0.485014,1.470008,0.683985,0.958631,-0.250681,-0.548549,-1.106324,2.168912,0.313162,3.920743,-0.208721,0.690426,1.089072,3.514657,0.715256
-0.015503,-0.411618,0.717704,0.718904,-0.000497,0.020298,-0.694813,-0.115894,-1.105771,-0.239177,-0.865283,1.158834,-0.221389,0.096560,0.141259,0.073316,0.046451,0.837783,-0.528205,-0.100095,-0.862703,-0.119007,-1.075090,-1.812182,-0.292509,-0.059373,-0.501934,-1.744292,0.876802,-1.203200,0.286369,-0.853303,-0.852144,1.597887,-0.634453,1.586827,0.781984,1.410520,0.024311,-0.379820,-0.739614,2.121456,0.530702,4.340248,-0.005934,0.347895,0.822439,4.485466,0.805518
